total_clusters,enriched_clusters,enriched_fraction_clusters,enriched_fraction_proteins,dataset,method
15,14,0.9333333333333333,0.9753086419753086,SynthA,graph_spectral
15,14,0.9333333333333333,0.9753086419753086,SynthA,hyper_penalized
